longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,region,rooms_per_household,bedrooms_per_room,population_per_household
-118.32,34.08,52.0,2370.0,473.0,1053.0,434.0,4.1429,380300.0,<1H OCEAN,Region2,5.460829493087558,0.19957805907172996,2.4262672811059907
-118.3,34.08,34.0,2501.0,1047.0,3326.0,970.0,1.8771,247500.0,<1H OCEAN,Region2,2.5783505154639177,0.4186325469812075,3.428865979381443
-118.29,34.08,23.0,1864.0,937.0,2795.0,858.0,1.8495,212500.0,<1H OCEAN,Region2,2.1724941724941726,0.5026824034334764,3.257575757575758
-118.36,34.12,26.0,3902.0,610.0,1468.0,632.0,8.5136,500001.0,<1H OCEAN,Region2,6.174050632911392,0.15633008713480268,2.3227848101265822
-118.36,34.11,35.0,3946.0,695.0,1361.0,620.0,6.5195,500001.0,<1H OCEAN,Region2,6.364516129032258,0.17612772427774961,2.195161290322581
-118.37,34.11,42.0,5518.0,979.0,1863.0,957.0,8.5842,500001.0,<1H OCEAN,Region2,5.765935214211076,0.1774193548387097,1.9467084639498433
-118.39,34.1,30.0,6310.0,957.0,1776.0,880.0,8.944,500001.0,<1H OCEAN,Region2,7.170454545454546,0.15166402535657686,2.018181818181818
-118.36,34.08,40.0,3110.0,764.0,1557.0,763.0,1.9937,367100.0,<1H OCEAN,Region2,4.076015727391874,0.24565916398713827,2.040629095674967
-118.37,34.08,52.0,2946.0,695.0,1258.0,650.0,3.9783,374100.0,<1H OCEAN,Region2,4.532307692307692,0.23591310251188052,1.9353846153846155
-118.37,34.09,31.0,2697.0,706.0,1059.0,689.0,2.8942,500001.0,<1H OCEAN,Region2,3.914368650217707,0.2617723396366333,1.537010159651669
-118.36,34.08,45.0,2195.0,483.0,1265.0,455.0,3.3864,397900.0,<1H OCEAN,Region2,4.824175824175824,0.22004555808656037,2.78021978021978
-118.37,34.08,52.0,1466.0,254.0,600.0,253.0,5.7524,393600.0,<1H OCEAN,Region2,5.794466403162056,0.17326057298772168,2.3715415019762847
-118.37,34.08,52.0,1234.0,223.0,543.0,213.0,6.0338,423700.0,<1H OCEAN,Region2,5.793427230046948,0.18071312803889789,2.5492957746478875
-118.26,34.1,52.0,1310.0,263.0,689.0,208.0,4.0721,350000.0,<1H OCEAN,Region2,6.298076923076923,0.20076335877862594,3.3125
-118.27,34.1,51.0,3149.0,519.0,1082.0,510.0,6.4459,421600.0,<1H OCEAN,Region2,6.174509803921569,0.16481422673864718,2.1215686274509804
-118.27,34.11,41.0,4138.0,1130.0,1859.0,1030.0,2.978,306800.0,<1H OCEAN,Region2,4.01747572815534,0.27307878202029967,1.8048543689320389
-118.28,34.11,52.0,2036.0,348.0,775.0,332.0,5.4122,397500.0,<1H OCEAN,Region2,6.132530120481928,0.17092337917485265,2.3343373493975905
-118.28,34.1,44.0,2728.0,585.0,1227.0,567.0,4.0602,324000.0,<1H OCEAN,Region2,4.811287477954145,0.21444281524926687,2.164021164021164
-118.28,34.1,49.0,2843.0,880.0,2004.0,796.0,2.7875,217300.0,<1H OCEAN,Region2,3.571608040201005,0.30953218431234614,2.5175879396984926
-118.27,34.09,52.0,3225.0,763.0,1559.0,710.0,3.9674,268800.0,<1H OCEAN,Region2,4.542253521126761,0.2365891472868217,2.195774647887324
-118.28,34.09,52.0,2273.0,663.0,1480.0,597.0,2.3333,196500.0,<1H OCEAN,Region2,3.8073701842546064,0.29168499780026397,2.4790619765494135
-118.27,34.09,52.0,2327.0,555.0,1048.0,491.0,3.7847,252300.0,<1H OCEAN,Region2,4.739307535641548,0.238504512247529,2.134419551934827
-118.26,34.09,51.0,1532.0,366.0,669.0,333.0,3.6434,278800.0,<1H OCEAN,Region2,4.6006006006006,0.23890339425587467,2.009009009009009
-118.26,34.09,36.0,3503.0,833.0,2652.0,788.0,3.8448,241400.0,<1H OCEAN,Region2,4.445431472081219,0.23779617470739367,3.3654822335025383
-118.26,34.08,41.0,1396.0,360.0,1069.0,363.0,2.4375,203300.0,<1H OCEAN,Region2,3.8457300275482096,0.25787965616045844,2.9449035812672175
-118.26,34.07,36.0,2306.0,813.0,2823.0,765.0,2.0214,170500.0,<1H OCEAN,Region2,3.01437908496732,0.3525585429314831,3.6901960784313728
-118.26,34.07,28.0,579.0,184.0,673.0,202.0,2.625,187500.0,<1H OCEAN,Region2,2.866336633663366,0.3177892918825561,3.3316831683168315
-118.27,34.08,38.0,2265.0,801.0,2899.0,792.0,2.5521,157500.0,<1H OCEAN,Region2,2.859848484848485,0.3536423841059603,3.6603535353535355
-118.28,34.08,42.0,997.0,374.0,982.0,372.0,2.9423,200000.0,<1H OCEAN,Region2,2.6801075268817205,0.37512537612838515,2.639784946236559
-118.27,34.08,43.0,962.0,253.0,658.0,244.0,3.2386,185000.0,<1H OCEAN,Region2,3.942622950819672,0.262993762993763,2.69672131147541
-118.28,34.09,52.0,1739.0,464.0,938.0,482.0,2.4429,228800.0,<1H OCEAN,Region2,3.607883817427386,0.26682001150086254,1.946058091286307
-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,219200.0,<1H OCEAN,Region2,3.7938553022794848,0.3126959247648903,2.836471754212091
-118.24,34.08,52.0,137.0,26.0,65.0,24.0,4.025,137500.0,<1H OCEAN,Region2,5.708333333333333,0.1897810218978102,2.7083333333333335
-118.23,34.09,45.0,1747.0,484.0,1680.0,441.0,2.6051,155500.0,<1H OCEAN,Region2,3.9614512471655328,0.2770463651974814,3.8095238095238093
-118.25,34.09,52.0,1866.0,470.0,1211.0,417.0,2.935,189400.0,<1H OCEAN,Region2,4.474820143884892,0.25187566988210075,2.904076738609113
-118.26,34.08,50.0,1791.0,660.0,2183.0,675.0,1.7945,166700.0,<1H OCEAN,Region2,2.6533333333333333,0.3685092127303183,3.234074074074074
-118.25,34.09,52.0,3142.0,765.0,1728.0,682.0,3.1864,189800.0,<1H OCEAN,Region2,4.607038123167156,0.243475493316359,2.533724340175953
-118.26,34.08,45.0,2225.0,827.0,2699.0,792.0,1.9209,179200.0,<1H OCEAN,Region2,2.8093434343434343,0.371685393258427,3.407828282828283
-118.26,34.07,52.0,830.0,200.0,701.0,189.0,2.7625,232100.0,<1H OCEAN,Region2,4.391534391534392,0.24096385542168675,3.708994708994709
-118.25,34.07,43.0,764.0,322.0,1275.0,306.0,2.0,175000.0,<1H OCEAN,Region2,2.496732026143791,0.4214659685863874,4.166666666666667
-118.24,34.07,27.0,223.0,80.0,249.0,82.0,1.6136,137500.0,<1H OCEAN,Region2,2.7195121951219514,0.35874439461883406,3.0365853658536586
-118.25,34.07,18.0,4297.0,1420.0,4332.0,1286.0,2.2545,192500.0,<1H OCEAN,Region2,3.3413685847589423,0.33046311380032584,3.368584758942457
-118.25,34.07,16.0,719.0,225.0,801.0,218.0,2.3942,133300.0,<1H OCEAN,Region2,3.2981651376146788,0.3129346314325452,3.6743119266055047
-118.22,34.09,40.0,1081.0,282.0,970.0,263.0,1.875,150000.0,<1H OCEAN,Region2,4.110266159695818,0.2608695652173913,3.688212927756654
-118.22,34.08,34.0,1709.0,562.0,2105.0,503.0,1.9704,152100.0,<1H OCEAN,Region2,3.3976143141153083,0.328847279110591,4.184890656063618
-118.19,34.08,38.0,1241.0,298.0,1055.0,263.0,2.3409,115500.0,<1H OCEAN,Region2,4.718631178707224,0.2401289282836422,4.011406844106464
-118.2,34.08,49.0,1320.0,309.0,1405.0,328.0,2.4375,114000.0,<1H OCEAN,Region2,4.024390243902439,0.2340909090909091,4.283536585365853
-118.2,34.07,21.0,1353.0,380.0,1688.0,367.0,1.9937,139600.0,<1H OCEAN,Region2,3.6866485013623977,0.28085735402808576,4.599455040871935
-118.2,34.07,34.0,1765.0,551.0,2203.0,500.0,2.2708,159600.0,<1H OCEAN,Region2,3.53,0.31218130311614734,4.406
-118.21,34.08,39.0,986.0,361.0,1347.0,299.0,2.2907,133900.0,<1H OCEAN,Region2,3.297658862876254,0.3661257606490872,4.505016722408027
-118.2,34.09,39.0,1594.0,430.0,1668.0,378.0,2.5343,138200.0,<1H OCEAN,Region2,4.216931216931217,0.2697616060225847,4.412698412698413
-118.19,34.1,39.0,2054.0,423.0,1205.0,403.0,4.239,213000.0,<1H OCEAN,Region2,5.096774193548387,0.2059396299902629,2.990074441687345
-118.21,34.08,52.0,3672.0,808.0,3062.0,764.0,2.6806,153000.0,<1H OCEAN,Region2,4.806282722513089,0.22004357298474944,4.007853403141361
-118.21,34.09,37.0,1822.0,498.0,1961.0,506.0,1.9881,159200.0,<1H OCEAN,Region2,3.600790513833992,0.27332601536772777,3.875494071146245
-118.22,34.07,35.0,1504.0,477.0,2059.0,498.0,2.0133,145800.0,<1H OCEAN,Region2,3.0200803212851404,0.3171542553191489,4.134538152610442
-118.21,34.06,29.0,1478.0,413.0,1580.0,394.0,1.8781,147500.0,<1H OCEAN,Region2,3.751269035532995,0.2794316644113667,4.01015228426396
-118.16,34.09,36.0,3334.0,920.0,2881.0,800.0,2.1696,170800.0,<1H OCEAN,Region2,4.1675,0.27594481103779245,3.60125
-118.17,34.1,48.0,2514.0,595.0,2484.0,601.0,3.1146,142500.0,<1H OCEAN,Region2,4.183028286189684,0.23667462211614956,4.1331114808652245
-118.19,34.09,41.0,2090.0,530.0,2043.0,537.0,1.9706,144200.0,<1H OCEAN,Region2,3.891992551210428,0.2535885167464115,3.804469273743017
-118.18,34.1,10.0,1940.0,445.0,763.0,412.0,4.975,166700.0,<1H OCEAN,Region2,4.70873786407767,0.22938144329896906,1.8519417475728155
-118.19,34.07,38.0,2965.0,665.0,2128.0,650.0,3.0241,166300.0,<1H OCEAN,Region2,4.561538461538461,0.224283305227656,3.273846153846154
-118.19,34.07,42.0,1555.0,337.0,1152.0,348.0,3.375,169600.0,<1H OCEAN,Region2,4.468390804597701,0.21672025723472668,3.310344827586207
-118.16,34.09,33.0,1515.0,415.0,1345.0,346.0,2.375,175000.0,<1H OCEAN,Region2,4.378612716763006,0.2739273927392739,3.88728323699422
-118.17,34.09,36.0,3066.0,797.0,3097.0,780.0,2.5523,156500.0,<1H OCEAN,Region2,3.9307692307692306,0.2599478147423353,3.9705128205128206
-118.17,34.09,33.0,2907.0,797.0,3212.0,793.0,2.2348,146600.0,<1H OCEAN,Region2,3.6658259773013873,0.2741658066735466,4.050441361916771
-118.16,34.08,43.0,1523.0,378.0,1338.0,352.0,3.2031,144600.0,<1H OCEAN,Region2,4.326704545454546,0.24819435325016415,3.8011363636363638
-118.17,34.08,33.0,851.0,231.0,936.0,228.0,3.375,147500.0,<1H OCEAN,Region2,3.732456140350877,0.27144535840188017,4.105263157894737
-118.18,34.07,28.0,2616.0,630.0,2218.0,621.0,2.6842,156000.0,<1H OCEAN,Region2,4.21256038647343,0.2408256880733945,3.571658615136876
-118.17,34.07,19.0,2150.0,544.0,1510.0,467.0,3.4952,150000.0,<1H OCEAN,Region2,4.6038543897216275,0.25302325581395346,3.233404710920771
-118.16,34.07,41.0,247.0,55.0,925.0,50.0,3.5769,135700.0,<1H OCEAN,Region2,4.94,0.22267206477732793,18.5
-118.17,34.07,37.0,1155.0,225.0,814.0,241.0,3.875,148500.0,<1H OCEAN,Region2,4.79253112033195,0.19480519480519481,3.3775933609958506
-118.18,34.06,27.0,2025.0,565.0,2189.0,577.0,2.6083,148600.0,<1H OCEAN,Region2,3.5095320623916813,0.27901234567901234,3.7937608318890814
-118.19,34.06,32.0,555.0,159.0,748.0,163.0,1.9762,137500.0,<1H OCEAN,Region2,3.4049079754601226,0.2864864864864865,4.588957055214724
-118.19,34.06,47.0,2324.0,658.0,3020.0,594.0,1.1868,93800.0,<1H OCEAN,Region2,3.9124579124579126,0.28313253012048195,5.084175084175084
-118.2,34.06,40.0,1181.0,335.0,1441.0,337.0,2.1136,111800.0,<1H OCEAN,Region2,3.5044510385756675,0.283657917019475,4.275964391691395
-118.19,34.05,46.0,1051.0,302.0,1435.0,305.0,1.6667,133600.0,<1H OCEAN,Region2,3.445901639344262,0.2873453853472883,4.704918032786885
-118.2,34.06,46.0,321.0,101.0,401.0,86.0,2.1029,109400.0,<1H OCEAN,Region2,3.7325581395348837,0.3146417445482866,4.662790697674419
-118.21,34.06,30.0,511.0,153.0,1152.0,149.0,2.3611,156800.0,<1H OCEAN,Region2,3.4295302013422817,0.299412915851272,7.731543624161074
-118.22,34.06,52.0,48.0,6.0,41.0,10.0,10.2264,112500.0,<1H OCEAN,Region2,4.8,0.125,4.1
-118.22,34.05,36.0,1243.0,470.0,1668.0,444.0,1.0714,137500.0,<1H OCEAN,Region2,2.7995495495495497,0.37811745776347544,3.7567567567567566
-118.21,34.06,52.0,470.0,115.0,434.0,123.0,2.095,109100.0,<1H OCEAN,Region2,3.821138211382114,0.24468085106382978,3.5284552845528454
-118.22,34.06,34.0,1083.0,364.0,1132.0,338.0,2.2344,153100.0,<1H OCEAN,Region2,3.2041420118343193,0.3361034164358264,3.3491124260355027
-118.22,34.05,41.0,1422.0,478.0,1640.0,434.0,1.6122,157100.0,<1H OCEAN,Region2,3.2764976958525347,0.3361462728551336,3.7788018433179724
-118.21,34.05,26.0,745.0,258.0,694.0,236.0,1.3846,129200.0,<1H OCEAN,Region2,3.156779661016949,0.34630872483221475,2.940677966101695
-118.21,34.05,28.0,1079.0,306.0,1358.0,285.0,2.52,131900.0,<1H OCEAN,Region2,3.7859649122807015,0.283595922150139,4.764912280701754
-118.21,34.05,28.0,950.0,357.0,1485.0,345.0,1.9271,136400.0,<1H OCEAN,Region2,2.753623188405797,0.3757894736842105,4.304347826086956
-118.2,34.05,40.0,1146.0,323.0,1354.0,321.0,1.9205,121900.0,<1H OCEAN,Region2,3.5700934579439254,0.28184991273996507,4.218068535825545
-118.19,34.05,43.0,977.0,266.0,1084.0,259.0,2.7708,127900.0,<1H OCEAN,Region2,3.772200772200772,0.27226202661207777,4.185328185328185
-118.19,34.05,41.0,1098.0,264.0,1178.0,245.0,2.1058,124300.0,<1H OCEAN,Region2,4.481632653061224,0.24043715846994534,4.808163265306122
-118.19,34.03,52.0,1053.0,246.0,1036.0,249.0,2.1071,136700.0,<1H OCEAN,Region2,4.228915662650603,0.2336182336182336,4.160642570281125
-118.2,34.04,47.0,1894.0,408.0,1629.0,379.0,3.7619,127600.0,<1H OCEAN,Region2,4.997361477572559,0.21541710665258712,4.298153034300792
-118.2,34.03,52.0,1754.0,452.0,1849.0,445.0,2.3716,122800.0,<1H OCEAN,Region2,3.9415730337078654,0.2576966932725199,4.155056179775281
-118.2,34.04,44.0,1399.0,386.0,1419.0,373.0,1.8224,143800.0,<1H OCEAN,Region2,3.7506702412868633,0.27591136526090065,3.804289544235925
-118.21,34.04,36.0,1825.0,479.0,2097.0,480.0,2.1862,135300.0,<1H OCEAN,Region2,3.8020833333333335,0.26246575342465756,4.36875
-118.21,34.04,37.0,845.0,249.0,881.0,252.0,2.2454,165000.0,<1H OCEAN,Region2,3.3531746031746033,0.29467455621301775,3.496031746031746
-118.21,34.04,47.0,1325.0,393.0,1557.0,352.0,2.8,148400.0,<1H OCEAN,Region2,3.7642045454545454,0.29660377358490564,4.423295454545454
-118.21,34.05,28.0,1841.0,809.0,3199.0,727.0,1.6319,151600.0,<1H OCEAN,Region2,2.53232462173315,0.43943508962520367,4.400275103163686
-118.22,34.05,44.0,1105.0,346.0,1598.0,372.0,1.2,115600.0,<1H OCEAN,Region2,2.9704301075268815,0.31312217194570136,4.295698924731183
-118.22,34.04,43.0,2343.0,803.0,2468.0,707.0,1.5163,115000.0,<1H OCEAN,Region2,3.314002828854314,0.3427230046948357,3.490806223479491
-118.21,34.04,43.0,1502.0,477.0,1844.0,477.0,1.9405,152500.0,<1H OCEAN,Region2,3.148846960167715,0.3175765645805593,3.8658280922431865
-118.21,34.04,47.0,1306.0,391.0,1499.0,346.0,2.2788,139600.0,<1H OCEAN,Region2,3.7745664739884393,0.2993874425727412,4.332369942196531
-118.21,34.03,45.0,1860.0,472.0,1893.0,456.0,2.6573,141800.0,<1H OCEAN,Region2,4.078947368421052,0.2537634408602151,4.151315789473684
-118.21,34.03,44.0,1550.0,407.0,1718.0,403.0,2.5268,141100.0,<1H OCEAN,Region2,3.8461538461538463,0.2625806451612903,4.26302729528536
-118.21,34.03,47.0,876.0,228.0,872.0,231.0,2.2656,145000.0,<1H OCEAN,Region2,3.792207792207792,0.2602739726027397,3.774891774891775
-118.2,34.03,41.0,1292.0,334.0,1150.0,322.0,1.925,135200.0,<1H OCEAN,Region2,4.012422360248447,0.2585139318885449,3.5714285714285716
-118.2,34.02,49.0,1098.0,317.0,1411.0,301.0,2.75,146000.0,<1H OCEAN,Region2,3.647840531561462,0.2887067395264117,4.687707641196013
-118.2,34.03,37.0,1583.0,392.0,1776.0,377.0,2.7266,140800.0,<1H OCEAN,Region2,4.19893899204244,0.2476310802274163,4.710875331564987
-118.2,34.03,52.0,583.0,157.0,730.0,174.0,1.4115,140600.0,<1H OCEAN,Region2,3.3505747126436782,0.2692967409948542,4.195402298850575
-118.21,34.02,45.0,792.0,203.0,872.0,188.0,2.6875,129700.0,<1H OCEAN,Region2,4.212765957446808,0.2563131313131313,4.638297872340425
-118.19,34.02,44.0,2702.0,770.0,3260.0,721.0,2.3575,144800.0,<1H OCEAN,Region2,3.7475728155339807,0.2849740932642487,4.521497919556172
-118.23,34.05,52.0,346.0,270.0,346.0,251.0,2.5313,225000.0,<1H OCEAN,Region2,1.3784860557768925,0.7803468208092486,1.3784860557768925
-118.24,34.05,13.0,1703.0,697.0,1823.0,669.0,0.8288,181300.0,<1H OCEAN,Region2,2.5455904334828103,0.4092777451556078,2.724962630792227
-118.24,34.04,52.0,116.0,107.0,171.0,92.0,1.0769,112500.0,<1H OCEAN,Region2,1.2608695652173914,0.9224137931034483,1.858695652173913
-118.24,34.06,19.0,2870.0,1021.0,3325.0,978.0,1.7395,162500.0,<1H OCEAN,Region2,2.934560327198364,0.3557491289198606,3.3997955010224947
-118.25,34.05,8.0,3105.0,1256.0,1086.0,997.0,0.8131,275000.0,<1H OCEAN,Region2,3.114343029087262,0.4045088566827697,1.0892678034102308
-118.26,34.05,52.0,58.0,52.0,41.0,27.0,4.0972,500001.0,<1H OCEAN,Region2,2.1481481481481484,0.896551724137931,1.5185185185185186
-118.26,34.06,15.0,326.0,123.0,490.0,105.0,1.4886,175000.0,<1H OCEAN,Region2,3.104761904761905,0.3773006134969325,4.666666666666667
-118.26,34.06,40.0,637.0,273.0,1150.0,263.0,1.8625,131300.0,<1H OCEAN,Region2,2.4220532319391634,0.42857142857142855,4.3726235741444865
-118.26,34.07,40.0,680.0,273.0,995.0,249.0,2.2607,165600.0,<1H OCEAN,Region2,2.7309236947791167,0.40147058823529413,3.995983935742972
-118.26,34.07,30.0,929.0,238.0,763.0,214.0,2.5227,187500.0,<1H OCEAN,Region2,4.341121495327103,0.25618945102260493,3.5654205607476634
-118.26,34.06,38.0,715.0,282.0,1174.0,300.0,2.345,225000.0,<1H OCEAN,Region2,2.3833333333333333,0.3944055944055944,3.9133333333333336
-118.26,34.06,42.0,2541.0,1282.0,3974.0,1189.0,1.5854,87500.0,<1H OCEAN,Region2,2.137089991589571,0.50452577725305,3.3423044575273337
-118.27,34.07,42.0,1175.0,428.0,1593.0,407.0,2.3438,213300.0,<1H OCEAN,Region2,2.886977886977887,0.36425531914893616,3.914004914004914
-118.27,34.07,34.0,786.0,341.0,1239.0,320.0,2.3438,152100.0,<1H OCEAN,Region2,2.45625,0.43384223918575066,3.871875
-118.27,34.06,33.0,1416.0,686.0,2013.0,614.0,1.9818,208300.0,<1H OCEAN,Region2,2.3061889250814334,0.4844632768361582,3.278501628664495
-118.28,34.07,41.0,1072.0,331.0,1111.0,314.0,1.9233,207100.0,<1H OCEAN,Region2,3.4140127388535033,0.3087686567164179,3.538216560509554
-118.28,34.07,24.0,3247.0,1281.0,2642.0,1182.0,2.4632,216700.0,<1H OCEAN,Region2,2.7470389170896783,0.39451801663073605,2.2351945854483923
-118.28,34.07,32.0,1777.0,536.0,1684.0,489.0,2.3636,190000.0,<1H OCEAN,Region2,3.633946830265849,0.3016319639842431,3.443762781186094
-118.28,34.06,17.0,2518.0,1196.0,3051.0,1000.0,1.7199,175000.0,<1H OCEAN,Region2,2.518,0.4749801429706116,3.051
-118.27,34.06,17.0,2124.0,1168.0,3915.0,1137.0,1.1346,137500.0,<1H OCEAN,Region2,1.8680738786279683,0.5499058380414312,3.4432717678100264
-118.27,34.06,25.0,1714.0,1176.0,3723.0,1036.0,1.3241,112500.0,<1H OCEAN,Region2,1.6544401544401544,0.6861143523920653,3.5936293436293436
-118.27,34.06,45.0,564.0,353.0,1172.0,319.0,1.494,187500.0,<1H OCEAN,Region2,1.7680250783699059,0.625886524822695,3.6739811912225706
-118.26,34.06,33.0,1950.0,1047.0,3707.0,1012.0,1.7238,110000.0,<1H OCEAN,Region2,1.9268774703557312,0.536923076923077,3.6630434782608696
-118.27,34.05,52.0,1292.0,864.0,2081.0,724.0,0.9563,275000.0,<1H OCEAN,Region2,1.7845303867403315,0.6687306501547987,2.8743093922651934
-118.27,34.05,26.0,1164.0,674.0,1685.0,541.0,1.5727,225000.0,<1H OCEAN,Region2,2.1515711645101665,0.5790378006872853,3.11460258780037
-118.28,34.05,28.0,1306.0,637.0,2079.0,598.0,1.4615,275000.0,<1H OCEAN,Region2,2.1839464882943145,0.4877488514548239,3.4765886287625416
-118.28,34.05,41.0,1075.0,597.0,2260.0,614.0,1.3,162500.0,<1H OCEAN,Region2,1.750814332247557,0.5553488372093023,3.6807817589576546
-118.28,34.05,44.0,968.0,384.0,1805.0,375.0,1.4801,212500.0,<1H OCEAN,Region2,2.5813333333333333,0.39669421487603307,4.8133333333333335
-118.27,34.05,47.0,661.0,359.0,1406.0,307.0,1.3169,112500.0,<1H OCEAN,Region2,2.1530944625407167,0.5431164901664145,4.579804560260587
-118.27,34.05,24.0,323.0,214.0,751.0,189.0,1.8304,225000.0,<1H OCEAN,Region2,1.708994708994709,0.6625386996904025,3.9735449735449735
-118.32,34.07,52.0,2156.0,306.0,861.0,311.0,8.8062,500001.0,<1H OCEAN,Region2,6.932475884244373,0.14192949907235622,2.7684887459807075
-118.34,34.06,52.0,2089.0,309.0,883.0,281.0,7.4574,500001.0,<1H OCEAN,Region2,7.434163701067615,0.147917663954045,3.1423487544483986
-118.34,34.06,52.0,1311.0,310.0,707.0,290.0,3.4812,432800.0,<1H OCEAN,Region2,4.520689655172414,0.23646071700991608,2.4379310344827587
-118.29,34.06,9.0,1554.0,815.0,1704.0,761.0,2.0185,141700.0,<1H OCEAN,Region2,2.0420499342969776,0.5244530244530244,2.2391590013140603
-118.29,34.07,22.0,492.0,269.0,634.0,261.0,1.6406,300000.0,<1H OCEAN,Region2,1.8850574712643677,0.5467479674796748,2.42911877394636
-118.29,34.07,26.0,2302.0,1124.0,2660.0,1004.0,2.3567,253100.0,<1H OCEAN,Region2,2.2928286852589643,0.4882710686359687,2.649402390438247
-118.3,34.07,31.0,1489.0,664.0,1793.0,556.0,2.4348,230600.0,<1H OCEAN,Region2,2.6780575539568345,0.44593687038280727,3.2248201438848922
-118.3,34.07,46.0,5677.0,2610.0,7443.0,2406.0,1.8238,237500.0,<1H OCEAN,Region2,2.3595178719867,0.459749867887969,3.0935162094763093
-118.31,34.07,28.0,2362.0,949.0,2759.0,894.0,2.2364,305600.0,<1H OCEAN,Region2,2.6420581655480984,0.40177815410668927,3.086129753914989
-118.31,34.08,49.0,2549.0,630.0,1539.0,594.0,2.6218,350900.0,<1H OCEAN,Region2,4.2912457912457915,0.2471557473519027,2.590909090909091
-118.31,34.07,40.0,2657.0,794.0,2149.0,749.0,2.2653,445000.0,<1H OCEAN,Region2,3.54739652870494,0.29883327060594655,2.869158878504673
-118.31,34.06,36.0,369.0,147.0,145.0,136.0,0.8804,450000.0,<1H OCEAN,Region2,2.713235294117647,0.3983739837398374,1.0661764705882353
-118.32,34.06,52.0,983.0,246.0,578.0,204.0,5.7393,500001.0,<1H OCEAN,Region2,4.818627450980392,0.25025432349949134,2.8333333333333335
-118.32,34.06,52.0,955.0,100.0,457.0,120.0,15.0001,500001.0,<1H OCEAN,Region2,7.958333333333333,0.10471204188481675,3.808333333333333
-118.31,34.07,26.0,5062.0,2055.0,4533.0,1822.0,2.3105,166700.0,<1H OCEAN,Region2,2.778265642151482,0.4059660213354405,2.4879253567508233
-118.31,34.06,30.0,3110.0,1269.0,2535.0,1218.0,1.6987,412500.0,<1H OCEAN,Region2,2.5533661740558293,0.4080385852090032,2.08128078817734
-118.3,34.06,20.0,1782.0,896.0,1749.0,823.0,2.2094,75000.0,<1H OCEAN,Region2,2.1652490886998783,0.5028058361391695,2.1251518833535843
-118.31,34.06,34.0,2470.0,1197.0,2326.0,1055.0,1.9038,325000.0,<1H OCEAN,Region2,2.3412322274881516,0.4846153846153846,2.204739336492891
-118.29,34.07,24.0,4021.0,1707.0,3727.0,1529.0,1.7365,112500.0,<1H OCEAN,Region2,2.6298234139960757,0.42452126336732154,2.4375408763897974
-118.29,34.06,42.0,3894.0,2293.0,6846.0,2156.0,1.5553,70000.0,<1H OCEAN,Region2,1.8061224489795917,0.5888546481766821,3.175324675324675
-118.29,34.06,27.0,2456.0,1111.0,4137.0,1104.0,1.5954,187500.0,<1H OCEAN,Region2,2.2246376811594204,0.4523615635179153,3.7472826086956523
-118.29,34.06,23.0,2040.0,778.0,2235.0,697.0,1.9309,233300.0,<1H OCEAN,Region2,2.926829268292683,0.3813725490196078,3.206599713055954
-118.3,34.06,21.0,3960.0,1490.0,3468.0,1335.0,1.8214,475000.0,<1H OCEAN,Region2,2.966292134831461,0.37626262626262624,2.5977528089887643
-118.31,34.06,24.0,1336.0,453.0,1268.0,426.0,2.8202,500001.0,<1H OCEAN,Region2,3.136150234741784,0.33907185628742514,2.976525821596244
-118.31,34.06,47.0,3038.0,1533.0,4225.0,1472.0,1.6725,187500.0,<1H OCEAN,Region2,2.063858695652174,0.5046082949308756,2.870244565217391
-118.31,34.06,52.0,2124.0,756.0,1920.0,756.0,2.1435,328900.0,<1H OCEAN,Region2,2.8095238095238093,0.3559322033898305,2.5396825396825395
-118.31,34.06,31.0,2827.0,1084.0,3107.0,993.0,2.0278,360000.0,<1H OCEAN,Region2,2.8469284994964754,0.3834453484258932,3.1289023162134946
-118.32,34.05,42.0,3292.0,713.0,2224.0,674.0,3.5517,291500.0,<1H OCEAN,Region2,4.884272997032641,0.21658566221142161,3.2997032640949553
-118.32,34.06,43.0,2808.0,584.0,1654.0,569.0,4.125,436800.0,<1H OCEAN,Region2,4.934973637961336,0.20797720797720798,2.906854130052724
-118.32,34.06,36.0,3239.0,722.0,1383.0,612.0,4.5918,337000.0,<1H OCEAN,Region2,5.292483660130719,0.2229083050324174,2.2598039215686274
-118.33,34.05,48.0,2405.0,527.0,1868.0,502.0,3.375,257800.0,<1H OCEAN,Region2,4.790836653386454,0.21912681912681914,3.7211155378486054
-118.33,34.05,44.0,1574.0,390.0,1323.0,404.0,2.5284,226300.0,<1H OCEAN,Region2,3.896039603960396,0.24777636594663277,3.2747524752475248
-118.33,34.05,45.0,1707.0,519.0,1446.0,466.0,2.1736,171300.0,<1H OCEAN,Region2,3.663090128755365,0.30404217926186294,3.1030042918454934
-118.32,34.05,50.0,1389.0,364.0,976.0,302.0,1.5882,327300.0,<1H OCEAN,Region2,4.599337748344371,0.26205903527717783,3.2317880794701987
-118.32,34.05,42.0,3343.0,1183.0,3480.0,1146.0,1.9923,250000.0,<1H OCEAN,Region2,2.9171029668411865,0.35387376607837273,3.0366492146596857
-118.31,34.05,35.0,1692.0,423.0,1578.0,406.0,2.5313,305800.0,<1H OCEAN,Region2,4.167487684729064,0.25,3.8866995073891624
